"dataset","n_genes","n_samples","drop_min_ones","block_size","metric","threshold","min_coocc","timestamp","n_vertices_raw","n_edges_raw","n_vertices_dag","n_edges_dag"
"COAD2",12323,253,0,2054,"improvement",0.02,1,"2025-09-10 12:00:32",12323,40130144,12323,38604417
