"dataset","n_genes","n_samples","drop_min_ones","block_size","metric","threshold","min_coocc","cycle_break_method","timestamp","n_vertices_raw","n_edges_raw","n_vertices_dag","n_edges_dag"
"COAD2",12323,253,0,2054,"classic_inv",0.5,1,"feedback_arc_set","2025-10-10 12:03:29.455888",12323,2544285,12323,2544285
